crop_code,unit_cd,mean_cf_nat,mean_cf1,mean_cf2,mean_cf3,mean_cf4,mean_cf6,mean_cf7,mean_cf12,mean_cf99,note
6. SORGHUM,32. Birchiko Medium,0.209999993443489,0.209999993443489,0.209999993443489,0.209999993443489,0.209999993443489,0.209999993443489,0.209999993443489,0.209999993443489,0.209999993443489,

6. SORGHUM,33. Birchiko Large,0.2790000140666961,0.2790000140666961,0.2790000140666961,0.2790000140666961,0.2899999916553497,0.2790000140666961,0.2450000047683715,0.2790000140666961,0.2790000140666961,

6. SORGHUM,62. Esir Medium,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,

6. SORGHUM,81. Joniya/Kasha Small,36.053001403808594,33.08300018310547,33.5,37.09099960327149,33.82099914550781,40.09999847412109,40.88800048828125,34.0,36.053001403808594,

6. SORGHUM,82. Joniya/Kasha Medium,67.12899780273438,58.5,59.66699981689453,56.75,67.12899780273438,60.0,,,67.12899780273438,

6. SORGHUM,83. Joniya/Kasha Large,,,,,,,,,,

6. SORGHUM,101. Kubaya/Cup Small,0.2639999985694885,0.2639999985694885,0.2639999985694885,0.2750000059604645,0.270000010728836,0.2639999985694885,0.2619999945163727,0.2639999985694885,0.2639999985694885,

6. SORGHUM,102. Kubaya/Cup Medium,0.3810000121593475,0.3810000121593475,0.3810000121593475,0.3810000121593475,0.4379999935626983,0.3630000054836273,0.3540000021457672,0.3810000121593475,0.3810000121593475,

6. SORGHUM,103. Kubaya/Cup Large,0.7099999785423279,0.7099999785423279,0.7099999785423279,0.7099999785423279,0.5920000076293945,0.5899999737739563,0.7279999852180481,0.7099999785423279,0.7099999785423279,

6. SORGHUM,111. Kunna/Mishe/Kefer/Enkib Small,5.497000217437744,5.236000061035156,5.659999847412109,5.769999980926514,5.497000217437744,5.497000217437744,5.497000217437744,5.497000217437744,5.497000217437744,

6. SORGHUM,112. Kunna/Mishe/Kefer/Enkib Medium,10.260000228881836,9.119999885559082,9.119999885559082,10.579999923706056,11.866000175476074,10.260000228881836,10.260000228881836,10.260000228881836,10.260000228881836,

6. SORGHUM,113. Kunna/Mishe/Kefer/Enkib Large,24.07200050354004,24.07200050354004,24.07200050354004,24.07200050354004,24.07200050354004,24.07200050354004,24.07200050354004,24.07200050354004,24.07200050354004,

6. SORGHUM,121. Madaberia/Nuse/Shera/Cheret Small,36.053001403808594,33.08300018310547,33.5,37.09099960327149,33.82099914550781,40.09999847412109,40.88800048828125,34.0,36.053001403808594,

6. SORGHUM,122. Madaberia/Nuse/Shera/Cheret Medium,67.12899780273438,58.5,59.66699981689453,56.75,67.12899780273438,60.0,,,67.12899780273438,

6. SORGHUM,123. Madaberia/Nuse/Shera/Cheret Large,,,,,,,,,,

6. SORGHUM,151. Sahin Small,0.8220000267028809,0.8220000267028809,0.8220000267028809,0.8220000267028809,0.8220000267028809,0.8220000267028809,0.8220000267028809,0.8220000267028809,0.8220000267028809,Used jog ratio for teff to estimate container CF

6. SORGHUM,152. Sahin Medium,1.3259999752044678,1.3259999752044678,1.3259999752044678,1.3259999752044678,1.3259999752044678,1.3259999752044678,1.3259999752044678,1.3259999752044678,1.3259999752044678,Used jog ratio for teff to estimate container CF

